-4.00000 -6.92824
-3.00000 -6.92824
-2.00000 -6.92824
-1.00000 -6.92824
-0.00000 -6.92824
1.00000 -6.92824
2.00000 -6.92824
3.00000 -6.92824
4.00000 -6.92824
-4.50000 -7.79427
-3.50000 -7.79427
-2.50000 -7.79427
-1.50000 -7.79427
-0.50000 -7.79427
0.50000 -7.79427
1.50000 -7.79427
2.50000 -7.79427
3.50000 -7.79427
4.50000 -7.79427
-5.00000 -8.66030
-4.00000 -8.66030
-3.00000 -8.66030
-2.00000 -8.66030
-1.00000 -8.66030
0.00000 -8.66030
1.00000 -8.66030
2.00000 -8.66030
3.00000 -8.66030
4.00000 -8.66030
5.00000 -8.66030
-5.50000 -9.52633
-4.50000 -9.52633
-3.50000 -9.52633
-2.50000 -9.52633
-1.50000 -9.52633
-0.50000 -9.52633
0.50000 -9.52633
1.50000 -9.52633
2.50000 -9.52633
3.50000 -9.52633
4.50000 -9.52633
5.50000 -9.52633
-6.00000 -10.39236
-5.00000 -10.39236
-4.00000 -10.39236
-3.00000 -10.39236
-2.00000 -10.39236
-1.00000 -10.39236
0.00000 -10.39236
1.00000 -10.39236
2.00000 -10.39236
3.00000 -10.39236
4.00000 -10.39236
5.00000 -10.39236
6.00000 -10.39236
-6.50000 -11.25839
-5.50000 -11.25839
-4.50000 -11.25839
-3.50000 -11.25839
-2.50000 -11.25839
-1.50000 -11.25839
-0.50000 -11.25839
0.50000 -11.25839
1.50000 -11.25839
2.50000 -11.25839
3.50000 -11.25839
4.50000 -11.25839
5.50000 -11.25839
6.50000 -11.25839
-7.00000 -12.12442
-6.00000 -12.12442
-5.00000 -12.12442
-4.00000 -12.12442
-3.00000 -12.12442
-2.00000 -12.12442
-1.00000 -12.12442
0.00000 -12.12442
1.00000 -12.12442
2.00000 -12.12442
3.00000 -12.12442
4.00000 -12.12442
5.00000 -12.12442
6.00000 -12.12442
7.00000 -12.12442
-7.50000 -12.99045
-6.50000 -12.99045
-5.50000 -12.99045
-4.50000 -12.99045
-3.50000 -12.99045
-2.50000 -12.99045
-1.50000 -12.99045
-0.50000 -12.99045
0.50000 -12.99045
1.50000 -12.99045
2.50000 -12.99045
3.50000 -12.99045
4.50000 -12.99045
5.50000 -12.99045
6.50000 -12.99045
7.50000 -12.99045
-8.00000 -13.85648
-7.00000 -13.85648
-6.00000 -13.85648
-5.00000 -13.85648
-4.00000 -13.85648
-3.00000 -13.85648
-2.00000 -13.85648
-1.00000 -13.85648
0.00000 -13.85648
1.00000 -13.85648
2.00000 -13.85648
3.00000 -13.85648
4.00000 -13.85648
5.00000 -13.85648
6.00000 -13.85648
7.00000 -13.85648
8.00000 -13.85648
-8.50000 -14.72251
-7.50000 -14.72251
-6.50000 -14.72251
-5.50000 -14.72251
-4.50000 -14.72251
-3.50000 -14.72251
-2.50000 -14.72251
-1.50000 -14.72251
-0.50000 -14.72251
0.50000 -14.72251
1.50000 -14.72251
2.50000 -14.72251
3.50000 -14.72251
4.50000 -14.72251
5.50000 -14.72251
6.50000 -14.72251
7.50000 -14.72251
8.50000 -14.72251
-9.00000 -15.58854
-8.00000 -15.58854
-7.00000 -15.58854
-6.00000 -15.58854
-5.00000 -15.58854
-4.00000 -15.58854
-3.00000 -15.58854
-2.00000 -15.58854
-1.00000 -15.58854
0.00000 -15.58854
1.00000 -15.58854
2.00000 -15.58854
3.00000 -15.58854
4.00000 -15.58854
5.00000 -15.58854
6.00000 -15.58854
7.00000 -15.58854
8.00000 -15.58854
9.00000 -15.58854
-9.50000 -16.45457
-8.50000 -16.45457
-7.50000 -16.45457
-6.50000 -16.45457
-5.50000 -16.45457
-4.50000 -16.45457
-3.50000 -16.45457
-2.50000 -16.45457
-1.50000 -16.45457
-0.50000 -16.45457
0.50000 -16.45457
1.50000 -16.45457
2.50000 -16.45457
3.50000 -16.45457
4.50000 -16.45457
5.50000 -16.45457
6.50000 -16.45457
7.50000 -16.45457
8.50000 -16.45457
9.50000 -16.45457
